CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
4/9/2019,22:30,MANHATTAN,10036,40.7591,-73.9922,"(40.7591, -73.99215)",9 AVENUE,WEST 43 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Turning Improperly,Unspecified,,,4112135,Sedan,Box Truck,Sedan,,
4/28/2019,12:01,BROOKLYN,11233,40.66948,-73.92,"(40.669476, -73.919975)",EASTERN PARKWAY,HOWARD AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,,,4125122,Sedan,Sedan,Sedan,,
4/22/2019,20:40,QUEENS,11421,40.68984,-73.8501,"(40.689842, -73.850075)",91 AVENUE,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4119249,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
4/19/2019,5:25,BRONX,10455,40.80853,-73.905,"(40.80853, -73.90497)",BRUCKNER BOULEVARD,EAST 144 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4117536,Box Truck,Box Truck,Sedan,,
5/1/2019,9:30,BROOKLYN,11206,40.70717,-73.9449,"(40.70717, -73.94491)",MONTROSE AVENUE,MANHATTAN AVENUE,,1,0,0,0,0,0,1,0,Turning Improperly,Unsafe Speed,Unspecified,,,4123973,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
4/11/2019,0:10,MANHATTAN,10034,40.8658,-73.92,"(40.865795, -73.920006)",SHERMAN AVENUE,WEST 207 STREET,,4,0,0,0,0,0,4,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,,,4112732,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
4/16/2019,21:45,BROOKLYN,11228,40.61765,-74.003,"(40.617645, -74.00304)",BAY RIDGE PARKWAY,15 AVENUE,,1,0,0,0,0,0,1,0,Unsafe Speed,Unsafe Speed,Unspecified,,,4116071,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
4/21/2019,17:00,MANHATTAN,10013,40.71952,-73.9944,"(40.719517, -73.994385)",BOWERY,BROOME STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4119939,Sedan,Convertible,Sedan,,
4/2/2019,6:48,BROOKLYN,11210,40.63663,-73.9423,"(40.636627, -73.94226)",BROOKLYN AVENUE,FARRAGUT ROAD,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,,,4107257,Sedan,Sedan,Pick-up Truck,,
3/31/2019,12:29,BROOKLYN,11203,40.65297,-73.944,"(40.652973, -73.94401)",LINDEN BOULEVARD,BROOKLYN AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Pavement Slippery,,,4106160,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,
3/31/2019,14:45,BROOKLYN,11236,40.64378,-73.9022,"(40.643784, -73.90218)",CONKLIN AVENUE,EAST 96 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,Unspecified,,,4106321,Sedan,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,
3/13/2019,16:00,BROOKLYN,11223,40.60043,-73.985,"(40.600426, -73.984955)",WEST 13 STREET,AVENUE S,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4096296,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
3/12/2019,10:30,QUEENS,11420,40.67857,-73.8281,"(40.678574, -73.828125)",111 STREET,111 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4095528,Sedan,Pick-up Truck,Sedan,,
3/7/2019,18:45,BROOKLYN,11224,40.5798,-73.9718,"(40.579803, -73.97184)",WEST 5 STREET,NEPTUNE AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4093044,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Pick-up Truck
3/25/2019,9:20,BROOKLYN,11221,40.69008,-73.9192,"(40.690075, -73.91916)",BUSHWICK AVENUE,WOODBINE STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Failure to Yield Right-of-Way,Other Vehicular,,,4103506,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
3/27/2019,21:27,MANHATTAN,10016,40.74768,-73.9788,"(40.747684, -73.97879)",LEXINGTON AVENUE,EAST 36 STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unsafe Lane Changing,Turning Improperly,Unspecified,,4104624,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,
3/18/2019,11:30,BROOKLYN,11222,40.72464,-73.9482,"(40.724636, -73.94818)",MC GUINNESS BOULEVARD,NASSAU AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4099159,Pick-up Truck,Tow Truck / Wrecker,Pick-up Truck,,
3/20/2019,15:15,BROOKLYN,11230,40.61552,-73.9605,"(40.615517, -73.96052)",AVENUE N,EAST 14 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Alcohol Involvement,Unspecified,Unspecified,4100469,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
3/12/2019,13:22,MANHATTAN,10002,40.71879,-73.989,"(40.718792, -73.98902)",DELANCEY STREET,LUDLOW STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,4095746,Sedan,Pick-up Truck,Sedan,,
3/21/2019,8:30,STATEN ISLAND,10306,40.56878,-74.1066,"(40.56878, -74.10661)",MILL ROAD,NEW DORP LANE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Unspecified,,,4100699,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Sedan,,
3/11/2019,5:45,BROOKLYN,11207,40.67574,-73.8969,"(40.675735, -73.89686)",ATLANTIC AVENUE,PENNSYLVANIA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4094778,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
3/8/2019,8:35,QUEENS,11423,40.71775,-73.7582,"(40.717754, -73.75815)",205 STREET,90 AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unsafe Speed,Unspecified,,,4093407,Sedan,Sedan,Sedan,,
3/4/2019,19:30,BROOKLYN,11221,40.68609,-73.9387,"(40.68609, -73.93867)",MADISON STREET,MARCUS GARVEY BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4091950,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
3/10/2019,12:40,BROOKLYN,11201,40.6962,-73.9887,"(40.696198, -73.98869)",TILLARY STREET,ADAMS STREET,,0,0,0,0,0,0,0,0,Failure to Keep Right,Turning Improperly,Unspecified,,,4095810,Taxi,Taxi,Sedan,,
3/19/2019,15:10,MANHATTAN,10001,40.74959,-74.0028,"(40.74959, -74.00279)",10 AVENUE,WEST 26 STREET,,2,0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,Following Too Closely,Following Too Closely,,,4100502,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,
3/12/2019,14:45,BROOKLYN,11221,40.6973,-73.9238,"(40.697296, -73.92378)",CENTRAL AVENUE,STANHOPE STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unsafe Speed,Unspecified,,,4095882,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
3/21/2019,20:45,BROOKLYN,11234,40.6163,-73.9299,"(40.616295, -73.92991)",FLATBUSH AVENUE,AVENUE R,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Following Too Closely,Unspecified,,,4101139,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
3/9/2019,13:20,QUEENS,11421,40.68984,-73.8501,"(40.689842, -73.850075)",91 AVENUE,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,Unspecified,,,4094543,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
3/14/2019,16:50,BROOKLYN,11203,40.64402,-73.9364,"(40.644016, -73.936356)",CLARENDON ROAD,EAST 43 STREET,,0,0,0,0,0,0,0,0,Fell Asleep,Unsafe Speed,Unspecified,,,4097126,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
3/18/2019,17:41,BRONX,10457,40.84488,-73.9103,"(40.844883, -73.91028)",EAST 174 STREET,SELWYN AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Driver Inattention/Distraction,Unspecified,,,4099956,Sedan,Sedan,Sedan,,
3/18/2019,7:46,BRONX,10467,40.87864,-73.8716,"(40.878643, -73.871605)",EAST GUN HILL ROAD,WEBSTER AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Driver Inattention/Distraction,Unspecified,,,4099486,Sedan,Sedan,Sedan,,
3/24/2019,8:45,QUEENS,11366,40.73197,-73.7865,"(40.73197, -73.78651)",73 AVENUE,184 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,4102066,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
3/11/2019,11:06,QUEENS,11354,40.76435,-73.826,"(40.764347, -73.82595)",NORTHERN BOULEVARD,BOWNE STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Passing Too Closely,Unspecified,,,4095151,Dump,Station Wagon/Sport Utility Vehicle,Sedan,,
3/8/2019,14:35,BRONX,10460,40.83759,-73.8664,"(40.837585, -73.866394)",TAYLOR AVENUE,ARCHER STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Other Vehicular,Unspecified,,,4094172,Sedan,Bus,Sedan,,
3/21/2019,22:30,BROOKLYN,11208,40.6666,-73.8718,"(40.666595, -73.87176)",LINDEN BOULEVARD,FOUNTAIN AVENUE,,2,0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,,,,4101383,Sedan,Sedan,Sedan,,
3/29/2019,12:50,MANHATTAN,10013,40.7171,-73.9986,"(40.7171, -73.9986)",CANAL STREET,WALKER STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Oversized Vehicle,Unspecified,,,4108065,Pick-up Truck,Box Truck,Sedan,,
3/30/2019,20:23,QUEENS,11101,40.74103,-73.9343,"(40.741028, -73.93432)",VANDAM STREET,48 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,Backing Unsafely,Unspecified,,4106927,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,
3/18/2019,18:39,BRONX,10462,40.84666,-73.8594,"(40.846657, -73.85944)",MORRIS PARK AVENUE,BRONXDALE AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Unspecified,,,4099190,Sedan,Sedan,Sedan,,
3/26/2019,10:50,BROOKLYN,11208,40.68108,-73.8811,"(40.681076, -73.8811)",FULTON STREET,HIGHLAND PLACE,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inattention/Distraction,Unspecified,,,4103967,Sedan,Box Truck,Sedan,,
3/9/2019,9:30,QUEENS,11378,40.72662,-73.9065,"(40.726624, -73.906456)",55 ROAD,BORDEN AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4094081,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
3/24/2019,21:36,MANHATTAN,10016,40.74668,-73.9745,"(40.74668, -73.9745)",2 AVENUE,EAST 37 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4102439,Sedan,Sedan,Sedan,,
3/10/2019,14:37,BRONX,10451,40.82386,-73.9194,"(40.82386, -73.91941)",CONCOURSE VILLAGE EAST,EAST 158 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,Unspecified,,,4095493,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
3/31/2019,9:19,QUEENS,11101,40.74892,-73.9374,"(40.748924, -73.937386)",NORTHERN BOULEVARD,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4106075,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
3/13/2019,19:20,QUEENS,11354,40.76471,-73.811,"(40.764706, -73.811005)",NORTHERN BOULEVARD,154 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4096382,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
3/27/2019,15:37,BRONX,10472,40.82681,-73.8728,"(40.82681, -73.87281)",BRONX RIVER PARKWAY,WATSON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4104439,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
3/29/2019,16:15,BROOKLYN,11234,40.60731,-73.9197,"(40.60731, -73.9197)",FLATBUSH AVENUE,HENDRICKSON PLACE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,4105412,Dump,Taxi,Sedan,Sedan,
2/16/2019,3:08,BRONX,10467,40.86536,-73.8704,"(40.86536, -73.87043)",BRONX PARK EAST,ALLERTON AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Driver Inattention/Distraction,,,4081883,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2/8/2019,6:00,MANHATTAN,10016,40.74285,-73.9772,"(40.74285, -73.97721)",2 AVENUE,EAST 31 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inexperience,Unspecified,,,4077427,Pick-up Truck,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,
2/10/2019,17:00,QUEENS,11385,40.71222,-73.9112,"(40.712215, -73.91117)",RENE COURT,GRANDVIEW AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Unspecified,,,4078717,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
2/22/2019,14:40,BROOKLYN,11207,40.67509,-73.8919,"(40.67509, -73.89187)",LIBERTY AVENUE,MILLER AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,Unspecified,Unspecified,,4086293,Sedan,Sedan,Sedan,Sedan,
2/10/2019,0:00,BRONX,10460,40.83824,-73.8767,"(40.838238, -73.876686)",EAST 177 STREET,BRONX PARK AVENUE,,3,0,0,0,0,0,3,0,Following Too Closely,Following Too Closely,Unspecified,,,4078188,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2/20/2019,20:19,QUEENS,11434,40.66786,-73.7666,"(40.66786, -73.76656)",144 ROAD,FARMERS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4085754,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
2/6/2019,9:20,QUEENS,11363,40.76536,-73.7443,"(40.765358, -73.74429)",NORTHERN BOULEVARD,DOUGLASTON PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4075883,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2/28/2019,6:00,MANHATTAN,10017,40.75337,-73.9747,"(40.75337, -73.974655)",LEXINGTON AVENUE,EAST 45 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4088430,Taxi,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,
2/12/2019,14:30,QUEENS,11377,40.74088,-73.8996,"(40.740875, -73.89962)",65 PLACE,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Unspecified,,,4079461,Sedan,Sedan,Sedan,,
2/23/2019,19:13,BRONX,10461,40.85187,-73.8538,"(40.85187, -73.853775)",RHINELANDER AVENUE,TOMLINSON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,4085612,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
2/15/2019,20:20,BROOKLYN,11236,40.63874,-73.8952,"(40.63874, -73.8952)",AVENUE L,ROCKAWAY PARKWAY,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,Unspecified,,,4086233,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
2/4/2019,12:10,QUEENS,11412,40.69092,-73.7623,"(40.690918, -73.7623)",BAISLEY BOULEVARD,FARMERS BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4074614,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
2/8/2019,4:05,BRONX,10454,40.80719,-73.9243,"(40.80719, -73.92431)",EAST 135 STREET,WILLIS AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,4076851,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
2/14/2019,8:20,BROOKLYN,11206,40.70298,-73.9459,"(40.702984, -73.94586)",BROADWAY,LEONARD STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Unspecified,,,4080841,Taxi,Station Wagon/Sport Utility Vehicle,Sedan,,
2/24/2019,9:58,BROOKLYN,11210,40.62956,-73.9434,"(40.62956, -73.94342)",AVENUE I,EAST 34 STREET,,4,0,0,0,0,0,4,0,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,Unspecified,Unspecified,4086337,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
2/9/2019,11:05,QUEENS,11377,40.73725,-73.918,"(40.73725, -73.91799)",50 AVENUE,48 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,Unspecified,,,4081738,Sedan,Sedan,Sedan,,
2/10/2019,21:41,BROOKLYN,11220,40.63396,-74.0148,"(40.63396, -74.01476)",65 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,,,4078315,Sedan,Sedan,Sedan,,
2/25/2019,5:02,MANHATTAN,10065,40.76054,-73.9584,"(40.760536, -73.95836)",YORK AVENUE,EAST 62 STREET,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,,,4086809,Sedan,Sedan,Sedan,,
3/1/2019,17:15,BROOKLYN,11236,40.6481,-73.9147,"(40.6481, -73.91474)",DITMAS AVENUE,REMSEN AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,Unspecified,,,4089291,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
2/14/2019,11:20,QUEENS,11355,40.75632,-73.8337,"(40.756317, -73.83369)",COLLEGE POINT BOULEVARD,41 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,4080752,Sedan,Sedan,Sedan,,
2/22/2019,7:39,BROOKLYN,11212,40.6641,-73.9093,"(40.664097, -73.90932)",DUMONT AVENUE,ROCKAWAY AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Passing or Lane Usage Improper,Other Vehicular,,,4086315,Sedan,Sedan,Sedan,,
2/20/2019,17:00,QUEENS,11377,40.74052,-73.8924,"(40.740517, -73.89236)",72 STREET,45 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Pavement Slippery,Unspecified,,,4083860,Sedan,Taxi,Taxi,,
2/20/2019,23:33,BROOKLYN,11226,40.64059,-73.9543,"(40.64059, -73.95429)",BEDFORD AVENUE,AVENUE D,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4084359,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
2/20/2019,6:25,BRONX,10467,40.88337,-73.8596,"(40.88337, -73.85956)",BARNES AVENUE,EAST 220 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Traffic Control Disregarded,Unspecified,,,4085102,Sedan,Sedan,Sedan,,
2/9/2019,15:30,MANHATTAN,10007,40.71523,-74.0133,"(40.71523, -74.01334)",WEST STREET,MURRAY STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unsafe Speed,Unspecified,,,4077809,Sedan,Taxi,Taxi,,
2/8/2019,17:18,BRONX,10470,40.89624,-73.8724,"(40.89624, -73.87242)",EAST 233 STREET,ONEIDA AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Following Too Closely,,,4078427,Sedan,Van,Sedan,,
2/23/2019,20:45,BROOKLYN,11215,40.66495,-73.9934,"(40.66495, -73.993355)",17 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Other Vehicular,Unspecified,,,4085431,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
1/6/2019,21:15,BROOKLYN,11217,40.68405,-73.9775,"(40.68405, -73.97746)",ATLANTIC AVENUE,FLATBUSH AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,Unspecified,,,4062800,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
1/18/2019,22:47,QUEENS,11363,40.76536,-73.7443,"(40.765358, -73.74429)",NORTHERN BOULEVARD,DOUGLASTON PARKWAY,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Alcohol Involvement,Unspecified,,4057367,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
1/13/2019,20:20,BROOKLYN,11210,40.63171,-73.9465,"(40.631706, -73.94649)",FLATBUSH AVENUE,AVENUE H,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,Unspecified,Unspecified,4057581,Sedan,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle
1/10/2019,15:45,BROOKLYN,11226,40.64613,-73.9592,"(40.646126, -73.959206)",REGENT PLACE,EAST 21 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4065774,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Sedan,,
1/11/2019,17:00,BROOKLYN,11213,40.67762,-73.9331,"(40.677624, -73.93308)",SCHENECTADY AVENUE,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inexperience,Unspecified,,,4065475,Sedan,Sedan,Sedan,,
1/8/2019,16:23,QUEENS,11385,40.69143,-73.8906,"(40.691433, -73.89063)",CYPRESS AVENUE,VERMONT PLACE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4064522,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
1/7/2019,9:18,BRONX,10462,40.85243,-73.8687,"(40.852425, -73.86873)",BRADY AVENUE,BRONX PARK EAST,,2,0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,Other Vehicular,,,4064145,Taxi,Station Wagon/Sport Utility Vehicle,Taxi,,
1/23/2019,13:28,QUEENS,11420,40.66708,-73.8103,"(40.66708, -73.81033)",130 STREET,NORTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Following Too Closely,Following Too Closely,,4059818,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,
1/15/2019,19:05,STATEN ISLAND,10310,40.63046,-74.1069,"(40.630463, -74.10691)",FOREST AVENUE,MADA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4056245,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
1/23/2019,10:00,BRONX,10455,40.81751,-73.9171,"(40.817513, -73.91712)",MELROSE AVENUE,EAST 151 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4059598,Taxi,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
1/21/2019,13:30,STATEN ISLAND,10301,40.61148,-74.0986,"(40.61148, -74.098595)",LITTLE CLOVE ROAD,CLOVE ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,4059567,Sedan,Sedan,Sedan,Sedan,
1/31/2019,9:00,QUEENS,11423,40.71444,-73.76,"(40.714443, -73.75999)",199 STREET,93 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Speed,Unspecified,,,4073959,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
1/26/2019,14:00,QUEENS,11363,40.76229,-73.7571,"(40.76229, -73.75711)",NORTHERN BOULEVARD,CROSS ISLAND PARKWAY,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4069313,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
1/15/2019,15:30,MANHATTAN,10018,40.75529,-73.9949,"(40.75529, -73.99493)",9 AVENUE,WEST 37 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,Turning Improperly,,,4116163,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
1/29/2019,14:00,BRONX,10458,40.86605,-73.8827,"(40.866047, -73.882744)",BEDFORD PARK BOULEVARD,SOUTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inexperience,Unspecified,,,4072175,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
